-79.2115672234621	-84.14429686030054	-20.04342481443743	-66.59546944893832	-79.81950372827191	-78.64493492479396	-59.63033417959864	-42.51206528618305	-94.96618411688796	-20.319869841240706	-19.32597002951569	-75.23840233438834	-68.62586396975439	-105.2241979503338	-62.31775710736551	-104.80148127395537	-129.46433494011708	-43.72794926763115	-51.65893342298437	-104.75790204190153	-116.28531969960284
-79.21376879724973	-84.127089124225	-20.07207215099647	-66.5949273122532	-79.80217265584659	-78.63569931395224	-59.605192942188424	-42.5062333551059	-94.9773477467831	-20.308034138087596	-19.303528469682686	-75.22870655296478	-68.6381002350479	-105.22700057210363	-62.334750737114604	-104.81363330794257	-129.47603812660563	-43.735019651638154	-51.629930008644436	-104.75107987549018	-116.27580925502366
-78.86734841142795	-84.03145239721994	-20.127678321940692	-66.34889051277761	-79.63908020155759	-78.5335541140107	-59.49388181720517	-42.57582093907905	-95.07438173726717	-20.40935550357466	-19.347834320556196	-75.18737350988363	-68.64640900715968	-105.26231903303895	-62.76160161436649	-104.57348168151026	-130.3316521988691	-43.68089666348461	-51.45616680763009	-104.65084998299315	-116.21698571941079
-79.40701296485433	-84.35518711686802	-19.55711111146069	-66.4952343357749	-80.0890582259016	-78.61566111861471	-59.144821024927765	-42.859487046931186	-94.96293462875894	-20.036985033941146	-18.940895019251823	-73.04164684334614	-68.48298469217114	-104.65456664946144	-61.7737272524366	-105.23039694472953	-130.29842783474314	-43.74467952742331	-51.49806211113228	-104.9842977214609	-116.75403221815907
-79.51519202725154	-84.49180286267526	-19.948429962920027	-66.485482176633	-79.73061223248129	-78.61947625496596	-58.95481812475041	-43.25088606854	-94.98564512223282	-20.35743389057827	-18.98345244576232	-73.2257626741458	-68.39783196141916	-104.55059726951995	-62.16202494023938	-104.98531784952623	-131.0612942749073	-43.95309815738295	-51.51193542627286	-104.93083777886548	-118.10318364990015
-126.50387286306454	-109.82527552347551	-110.33056085471469	-108.55020548917012	-113.87241866517584	-107.52070852707966	-117.08233454911358	-108.54404127628855	-130.79810319809536	-97.31093374116716	-119.61728215651493	-117.53317180450834	-132.12198032620387	-128.8917305926128	-127.12461380436577	-131.28673347756762	-134.79867902174902	-99.32739494677472	-100.50737197994461	-133.21329012885815	-130.8781049404881
-90.7788207761315	-80.32228432798341	-81.333315645482	-77.37999801060546	-80.73990086672609	-78.793909168396	-79.30741756583107	-69.25308244785985	-110.19540679358518	-78.86015375328785	-96.89008134483208	-90.41443467292311	-86.38435815202185	-116.4942635431931	-117.17046524141622	-112.2002917311004	-131.97878858917156	-62.94368158061985	-60.24427687185232	-125.61589543317358	-139.59198775616824
-86.54095516074672	-82.10853657627071	-24.74962597046543	-64.33031252633714	-83.37839984240648	-80.91805993209516	-60.6633465204844	-44.87676292986281	-103.81580375458064	-24.51869417139514	-27.055706328190666	-77.25754375832533	-70.48964774514813	-107.5148843752424	-77.44459140579015	-105.79253894128195	-131.22421727453295	-47.85468289552723	-47.98406277396737	-120.8051272291102	-136.71127735263354
-84.85639544954869	-80.96054645607148	-18.790630750708285	-68.02268753508132	-80.81537959328033	-82.15883318384954	-64.73555945936599	-43.01704450221222	-106.41730452187954	-20.891932483674623	-19.770269430575144	-78.55002839582033	-70.88211410263973	-106.81483562514914	-73.8823080703457	-105.19853673255477	-126.7733360967862	-44.41094124562789	-50.24372394735172	-113.62081296672496	-126.22653978780767
-80.42242084243384	-84.17374518253695	-19.375466614450968	-66.37985811286319	-79.92432717899918	-78.40514133470676	-59.41787748483901	-43.338325485573606	-95.07975634208265	-19.87742808517416	-18.7029554318226	-74.68021557511088	-68.24615460361179	-104.66645642450877	-61.6169336174118	-105.39400347418226	-129.21956377713832	-43.69955308700723	-51.35350992229806	-106.46300506986341	-116.829706858165
-79.38968116958544	-84.28760338073332	-19.176170834137604	-66.66557067701422	-80.03087394922177	-78.92850500700091	-59.24255481376986	-42.95908248522041	-94.85674594771436	-19.91662381038989	-18.559978976985477	-74.29869601019378	-68.13794305103578	-104.750344642744	-61.562188922420006	-104.99109457844561	-130.9064818685524	-43.32794228478116	-51.02260853521145	-106.98992186054755	-118.47370559071021
-85.60010380488805	-79.69558740158755	-18.316199017329104	-67.66394611504232	-81.691012005268	-81.70652084027478	-66.81909675403286	-42.71119257345375	-108.6488933069576	-20.59607161727063	-19.348901131899822	-80.55805896416251	-72.46871578995682	-108.71639267070587	-78.75593369194318	-105.80467374354751	-127.12224841823891	-45.02368388623545	-51.50023266334818	-112.27328899117052	-128.8413977823802
-84.72732089854935	-80.86352370908838	-19.929779818254243	-68.17761469795134	-81.49591215472756	-82.27624692016589	-67.64732514426366	-44.11725447430513	-110.44164301816025	-20.90063227360015	-19.461256560232698	-84.88186108292399	-70.34434151982786	-106.31903925112745	-73.5978253739248	-106.33443856550817	-126.59329487725017	-43.80164010665791	-51.761609978826996	-113.28131416705583	-125.50033242475652
-87.47963953912407	-80.48283452211011	-80.23696925342999	-77.12738398100043	-83.65162348432688	-79.32774374902166	-80.97414285478733	-69.52547985374858	-114.95745639713171	-73.4318775488152	-86.43327463941367	-91.58170130175209	-81.37820243458394	-121.67895153608602	-115.20811728239558	-115.21575695925475	-139.98247631093042	-59.604091186360336	-59.49379132316708	-126.12379215766705	-139.584744842616
-84.52077308864841	-79.40006308067848	-19.983890839333128	-67.2262698435848	-79.66287628479668	-81.72275804055768	-62.807950098488654	-41.87804844395721	-106.37917980318694	-20.726897694283316	-19.71049599989864	-77.32204565342329	-71.86061386391619	-106.55553787618679	-76.52432634467752	-105.25496244081474	-126.6418092132911	-44.5912310185609	-49.986396392416964	-112.34326772806729	-127.55562310457672
-84.44881130722892	-79.41733602543887	-19.037685051085887	-68.04260619291986	-79.69369088781536	-82.12792017709232	-62.72887652415282	-41.86710024543559	-106.45513009226961	-20.70319318765223	-19.713553970819518	-77.27528909021974	-70.76035148294524	-106.58405780587266	-73.94986568337599	-105.26748114959855	-126.74718156749242	-44.17582331931959	-49.946569649142916	-112.42187171708254	-126.66882778535997
